frame,t_seconds,ear,state,closed_frames
130,4.333,0.3017,awake,0
131,4.367,0.3030,awake,0
132,4.400,0.3082,awake,0
133,4.433,0.2940,awake,0
134,4.467,0.3043,awake,0
135,4.500,0.3022,awake,0
136,4.533,0.3055,awake,0
137,4.567,0.3017,awake,0
138,4.600,0.2986,awake,0
139,4.633,0.2959,awake,0
140,4.667,0.2925,awake,0
141,4.700,0.2978,awake,0
142,4.733,0.2958,awake,0
143,4.767,0.3042,awake,0
144,4.800,0.2932,awake,0
145,4.833,0.2965,awake,0
146,4.867,0.2885,awake,0
147,4.900,0.2927,awake,0
148,4.933,0.2949,awake,0
149,4.967,0.2967,awake,0
150,5.000,0.2988,awake,0
151,5.033,0.2924,awake,0
152,5.067,0.2876,awake,0
153,5.100,0.2935,awake,0
154,5.133,0.2933,awake,0
155,5.167,0.2928,awake,0
156,5.200,0.2876,awake,0
157,5.233,0.2946,awake,0
158,5.267,0.2900,awake,0
159,5.300,0.2920,awake,0
160,5.333,0.2939,awake,0
161,5.367,0.2909,awake,0
162,5.400,0.2892,awake,0
163,5.433,0.2963,awake,0
164,5.467,0.2883,awake,0
165,5.500,0.2858,awake,0
166,5.533,0.2871,awake,0
167,5.567,0.2922,awake,0
168,5.600,0.2864,awake,0
169,5.633,0.2877,awake,0
170,5.667,0.2901,awake,0
171,5.700,0.2829,awake,0
172,5.733,0.2778,awake,0
173,5.767,0.2856,awake,0
174,5.800,0.2850,awake,0
175,5.833,0.2814,awake,0
176,5.867,0.2870,awake,0
177,5.900,0.2857,awake,0
178,5.933,0.2791,awake,0
179,5.967,0.2849,awake,0
180,6.000,0.1318,awake,1
181,6.033,0.1264,awake,2
182,6.067,0.1339,awake,3
183,6.100,0.2817,awake,0
184,6.133,0.2787,awake,0
185,6.167,0.2836,awake,0
186,6.200,0.2833,awake,0
187,6.233,0.2789,awake,0
188,6.267,0.2827,awake,0
189,6.300,0.2850,awake,0
190,6.333,0.2779,awake,0
191,6.367,0.2822,awake,0
192,6.400,0.2805,awake,0
193,6.433,0.2895,awake,0
194,6.467,0.2729,awake,0
195,6.500,0.2830,awake,0
196,6.533,0.2790,awake,0
197,6.567,0.2797,awake,0
198,6.600,0.2877,awake,0
199,6.633,0.2800,awake,0
200,6.667,0.2890,awake,0
201,6.700,0.2782,awake,0
202,6.733,0.2814,awake,0
203,6.767,0.2780,awake,0
204,6.800,0.2773,awake,0
205,6.833,0.2803,awake,0
206,6.867,0.2790,awake,0
207,6.900,0.2809,awake,0
208,6.933,0.2718,awake,0
209,6.967,0.2883,awake,0
210,7.000,0.2797,awake,0
211,7.033,0.2874,awake,0
212,7.067,0.2765,awake,0
213,7.100,0.2818,awake,0
214,7.133,0.2934,awake,0
215,7.167,0.2774,awake,0
216,7.200,0.2751,awake,0
217,7.233,0.2790,awake,0
218,7.267,0.2833,awake,0
219,7.300,0.2843,awake,0
220,7.333,0.2869,awake,0
221,7.367,0.2809,awake,0
222,7.400,0.2757,awake,0
223,7.433,0.2806,awake,0
224,7.467,0.2875,awake,0
225,7.500,0.2847,awake,0
226,7.533,0.2752,awake,0
227,7.567,0.2832,awake,0
228,7.600,0.2892,awake,0
229,7.633,0.2924,awake,0
230,7.667,0.2864,awake,0
231,7.700,0.2857,awake,0
232,7.733,0.2798,awake,0
233,7.767,0.2816,awake,0
234,7.800,0.2855,awake,0
235,7.833,0.2877,awake,0
236,7.867,0.2883,awake,0
237,7.900,0.2844,awake,0
238,7.933,0.2821,awake,0
239,7.967,0.2839,awake,0
240,8.000,0.2827,awake,0
241,8.033,0.2903,awake,0
242,8.067,0.2789,awake,0
243,8.100,0.2872,awake,0
244,8.133,0.2907,awake,0
245,8.167,0.2954,awake,0
246,8.200,0.2899,awake,0
247,8.233,0.2941,awake,0
248,8.267,0.2889,awake,0
249,8.300,0.2879,awake,0
250,8.333,0.2886,awake,0
251,8.367,0.2978,awake,0
252,8.400,0.2961,awake,0
253,8.433,0.2945,awake,0
254,8.467,0.3063,awake,0
255,8.500,0.2933,awake,0
256,8.533,0.2964,awake,0
257,8.567,0.2956,awake,0
258,8.600,0.2939,awake,0
259,8.633,0.3045,awake,0
260,8.667,0.3017,awake,0
261,8.700,0.2906,awake,0
262,8.733,0.2950,awake,0
263,8.767,0.2988,awake,0
264,8.800,0.3007,awake,0
265,8.833,0.2926,awake,0
266,8.867,0.2894,awake,0
267,8.900,0.2913,awake,0
268,8.933,0.2991,awake,0
269,8.967,0.2995,awake,0
270,9.000,0.1517,awake,1
271,9.033,0.1477,awake,2
272,9.067,0.1464,awake,3
273,9.100,0.2936,awake,0
274,9.133,0.3035,awake,0
275,9.167,0.3041,awake,0
276,9.200,0.3071,awake,0
277,9.233,0.3067,awake,0
278,9.267,0.3033,awake,0
279,9.300,0.3099,awake,0
280,9.333,0.3044,awake,0
281,9.367,0.3028,awake,0
282,9.400,0.3038,awake,0
283,9.433,0.3040,awake,0
284,9.467,0.2981,awake,0
285,9.500,0.3078,awake,0
286,9.533,0.3086,awake,0
287,9.567,0.3066,awake,0
288,9.600,0.3056,awake,0
289,9.633,0.3104,awake,0
290,9.667,0.3162,awake,0
291,9.700,0.3099,awake,0
292,9.733,0.3081,awake,0
293,9.767,0.3081,awake,0
294,9.800,0.3106,awake,0
295,9.833,0.3062,awake,0
296,9.867,0.3112,awake,0
297,9.900,0.3123,awake,0
298,9.933,0.3198,awake,0
299,9.967,0.3166,awake,0
300,10.000,0.3173,awake,0
301,10.033,0.3106,awake,0
302,10.067,0.3165,awake,0
303,10.100,0.3096,awake,0
304,10.133,0.3157,awake,0
305,10.167,0.3165,awake,0
306,10.200,0.3120,awake,0
307,10.233,0.3234,awake,0
308,10.267,0.3180,awake,0
309,10.300,0.3084,awake,0
310,10.333,0.3185,awake,0
311,10.367,0.3149,awake,0
312,10.400,0.3168,awake,0
313,10.433,0.3189,awake,0
314,10.467,0.3188,awake,0
315,10.500,0.3094,awake,0
316,10.533,0.3131,awake,0
317,10.567,0.3210,awake,0
318,10.600,0.3234,awake,0
319,10.633,0.3259,awake,0
320,10.667,0.3257,awake,0
321,10.700,0.3105,awake,0
322,10.733,0.3219,awake,0
323,10.767,0.3113,awake,0
324,10.800,0.3256,awake,0
325,10.833,0.3203,awake,0
326,10.867,0.3148,awake,0
327,10.900,0.3275,awake,0
328,10.933,0.3222,awake,0
329,10.967,0.3121,awake,0
330,11.000,0.3209,awake,0
331,11.033,0.3169,awake,0
332,11.067,0.3203,awake,0
333,11.100,0.3181,awake,0
334,11.133,0.3255,awake,0
335,11.167,0.3143,awake,0
336,11.200,0.3213,awake,0
337,11.233,0.3273,awake,0
338,11.267,0.3167,awake,0
339,11.300,0.3208,awake,0
340,11.333,0.3207,awake,0
341,11.367,0.3171,awake,0
342,11.400,0.3224,awake,0
343,11.433,0.3202,awake,0
344,11.467,0.3159,awake,0
345,11.500,0.3267,awake,0
346,11.533,0.3227,awake,0
347,11.567,0.3187,awake,0
348,11.600,0.3167,awake,0
349,11.633,0.3160,awake,0
350,11.667,0.3240,awake,0
351,11.700,0.3183,awake,0
352,11.733,0.3206,awake,0
353,11.767,0.3178,awake,0
354,11.800,0.3208,awake,0
355,11.833,0.3177,awake,0
356,11.867,0.3210,awake,0
357,11.900,0.3170,awake,0
358,11.933,0.3209,awake,0
359,11.967,0.3200,awake,0
360,12.000,0.1666,awake,1
361,12.033,0.1634,awake,2
362,12.067,0.1628,awake,3
363,12.100,0.3134,awake,0
364,12.133,0.3121,awake,0
365,12.167,0.3192,awake,0
366,12.200,0.3153,awake,0
367,12.233,0.3215,awake,0
368,12.267,0.3240,awake,0
369,12.300,0.3146,awake,0
370,12.333,0.3080,awake,0
371,12.367,0.3124,awake,0
372,12.400,0.3133,awake,0
373,12.433,0.3073,awake,0
374,12.467,0.3119,awake,0
375,12.500,0.3136,awake,0
376,12.533,0.3103,awake,0
377,12.567,0.3087,awake,0
378,12.600,0.3083,awake,0
379,12.633,0.3181,awake,0
380,12.667,0.3100,awake,0
381,12.700,0.3069,awake,0
382,12.733,0.3083,awake,0
383,12.767,0.3132,awake,0
384,12.800,0.3062,awake,0
385,12.833,0.3105,awake,0
386,12.867,0.3110,awake,0
387,12.900,0.3107,awake,0
388,12.933,0.3129,awake,0
389,12.967,0.3046,awake,0
390,13.000,0.3109,awake,0
391,13.033,0.3028,awake,0
392,13.067,0.3039,awake,0
393,13.100,0.3098,awake,0
394,13.133,0.3079,awake,0
395,13.167,0.3041,awake,0
396,13.200,0.2989,awake,0
397,13.233,0.3055,awake,0
398,13.267,0.3002,awake,0
399,13.300,0.2986,awake,0
400,13.333,0.2992,awake,0
401,13.367,0.3023,awake,0
402,13.400,0.2924,awake,0
403,13.433,0.3019,awake,0
404,13.467,0.3007,awake,0
405,13.500,0.2972,awake,0
406,13.533,0.3032,awake,0
407,13.567,0.3010,awake,0
408,13.600,0.2957,awake,0
409,13.633,0.2950,awake,0
410,13.667,0.3000,awake,0
411,13.700,0.2906,awake,0
412,13.733,0.2949,awake,0
413,13.767,0.2933,awake,0
414,13.800,0.2956,awake,0
415,13.833,0.2957,awake,0
416,13.867,0.2946,awake,0
417,13.900,0.2985,awake,0
418,13.933,0.2945,awake,0
419,13.967,0.2918,awake,0
420,14.000,0.2878,awake,0
421,14.033,0.2951,awake,0
422,14.067,0.2939,awake,0
423,14.100,0.2972,awake,0
424,14.133,0.2880,awake,0
425,14.167,0.2907,awake,0
426,14.200,0.2899,awake,0
427,14.233,0.2894,awake,0
428,14.267,0.2894,awake,0
429,14.300,0.2821,awake,0
430,14.333,0.2919,awake,0
431,14.367,0.2908,awake,0
432,14.400,0.2923,awake,0
433,14.433,0.2964,awake,0
434,14.467,0.2858,awake,0
435,14.500,0.2866,awake,0
436,14.533,0.2864,awake,0
437,14.567,0.2938,awake,0
438,14.600,0.2788,awake,0
439,14.633,0.2873,awake,0
440,14.667,0.2792,awake,0
441,14.700,0.2744,awake,0
442,14.733,0.2764,awake,0
443,14.767,0.2787,awake,0
444,14.800,0.2882,awake,0
445,14.833,0.2802,awake,0
446,14.867,0.2825,awake,0
447,14.900,0.2785,awake,0
448,14.933,0.2853,awake,0
449,14.967,0.2782,awake,0
450,15.000,0.1377,awake,1
451,15.033,0.1282,awake,2
452,15.067,0.1289,awake,3
453,15.100,0.2823,awake,0
454,15.133,0.2817,awake,0
455,15.167,0.2871,awake,0
456,15.200,0.2817,awake,0
457,15.233,0.2763,awake,0
458,15.267,0.2787,awake,0
459,15.300,0.2785,awake,0
460,15.333,0.2836,awake,0
461,15.367,0.2821,awake,0
462,15.400,0.2800,awake,0
463,15.433,0.2838,awake,0
464,15.467,0.2782,awake,0
465,15.500,0.2797,awake,0
466,15.533,0.2809,awake,0
467,15.567,0.2862,awake,0
468,15.600,0.2797,awake,0
469,15.633,0.2786,awake,0
470,15.667,0.2758,awake,0
471,15.700,0.2827,awake,0
472,15.733,0.2777,awake,0
473,15.767,0.2814,awake,0
474,15.800,0.2724,awake,0
475,15.833,0.2842,awake,0
476,15.867,0.2748,awake,0
477,15.900,0.2771,awake,0
478,15.933,0.2845,awake,0
479,15.967,0.2750,awake,0
480,16.000,0.2801,awake,0
481,16.033,0.2808,awake,0
482,16.067,0.2766,awake,0
483,16.100,0.2861,awake,0
484,16.133,0.2869,awake,0
485,16.167,0.2731,awake,0
486,16.200,0.2754,awake,0
487,16.233,0.2846,awake,0
488,16.267,0.2763,awake,0
489,16.300,0.2801,awake,0
490,16.333,0.2824,awake,0
491,16.367,0.2849,awake,0
492,16.400,0.2814,awake,0
493,16.433,0.2829,awake,0
494,16.467,0.2796,awake,0
495,16.500,0.2882,awake,0
496,16.533,0.2813,awake,0
497,16.567,0.2849,awake,0
498,16.600,0.2817,awake,0
499,16.633,0.2845,awake,0
500,16.667,0.2837,awake,0
501,16.700,0.2840,awake,0
502,16.733,0.2809,awake,0
503,16.767,0.2884,awake,0
504,16.800,0.2912,awake,0
505,16.833,0.2869,awake,0
506,16.867,0.2892,awake,0
507,16.900,0.2899,awake,0
508,16.933,0.2906,awake,0
509,16.967,0.2885,awake,0
510,17.000,0.2885,awake,0
511,17.033,0.2915,awake,0
512,17.067,0.2887,awake,0
513,17.100,0.2849,awake,0
514,17.133,0.2893,awake,0
515,17.167,0.2820,awake,0
516,17.200,0.2899,awake,0
517,17.233,0.2920,awake,0
518,17.267,0.2957,awake,0
519,17.300,0.2918,awake,0
520,17.333,0.2953,awake,0
521,17.367,0.2920,awake,0
522,17.400,0.2884,awake,0
523,17.433,0.2873,awake,0
524,17.467,0.2895,awake,0
525,17.500,0.2883,awake,0
526,17.533,0.2968,awake,0
527,17.567,0.2938,awake,0
528,17.600,0.2974,awake,0
529,17.633,0.2959,awake,0
530,17.667,0.3002,awake,0
531,17.700,0.3007,awake,0
532,17.733,0.2944,awake,0
533,17.767,0.2963,awake,0
534,17.800,0.2957,awake,0
535,17.833,0.2919,awake,0
536,17.867,0.3015,awake,0
537,17.900,0.3040,awake,0
538,17.933,0.2997,awake,0
539,17.967,0.2982,awake,0
540,18.000,0.1550,awake,1
541,18.033,0.1418,awake,2
542,18.067,0.1523,awake,3
543,18.100,0.3026,awake,0
544,18.133,0.3002,awake,0
545,18.167,0.3086,awake,0
546,18.200,0.3073,awake,0
547,18.233,0.3029,awake,0
548,18.267,0.3040,awake,0
549,18.300,0.3033,awake,0
550,18.333,0.3032,awake,0
551,18.367,0.3005,awake,0
552,18.400,0.3117,awake,0
553,18.433,0.3107,awake,0
554,18.467,0.3102,awake,0
555,18.500,0.3031,awake,0
556,18.533,0.3162,awake,0
557,18.567,0.3163,awake,0
558,18.600,0.3095,awake,0
559,18.633,0.3056,awake,0
560,18.667,0.3061,awake,0
561,18.700,0.3117,awake,0
562,18.733,0.3067,awake,0
563,18.767,0.3107,awake,0
564,18.800,0.3155,awake,0
565,18.833,0.3055,awake,0
566,18.867,0.3200,awake,0
567,18.900,0.3186,awake,0
568,18.933,0.3077,awake,0
569,18.967,0.3074,awake,0
570,19.000,0.3123,awake,0
571,19.033,0.3096,awake,0
572,19.067,0.3130,awake,0
573,19.100,0.3041,awake,0
574,19.133,0.3138,awake,0
575,19.167,0.3222,awake,0
576,19.200,0.3109,awake,0
577,19.233,0.3145,awake,0
578,19.267,0.3100,awake,0
579,19.300,0.3187,awake,0
580,19.333,0.3156,awake,0
581,19.367,0.3245,awake,0
582,19.400,0.3178,awake,0
583,19.433,0.3157,awake,0
584,19.467,0.3197,awake,0
585,19.500,0.3156,awake,0
586,19.533,0.3125,awake,0
587,19.567,0.3193,awake,0
588,19.600,0.3176,awake,0
589,19.633,0.3191,awake,0
590,19.667,0.3201,awake,0
591,19.700,0.3168,awake,0
592,19.733,0.3206,awake,0
593,19.767,0.3261,awake,0
594,19.800,0.3148,awake,0
595,19.833,0.3263,awake,0
596,19.867,0.3185,awake,0
597,19.900,0.3165,awake,0
598,19.933,0.3294,awake,0
599,19.967,0.3204,awake,0
600,20.000,0.3253,awake,0
601,20.033,0.3231,awake,0
602,20.067,0.3132,awake,0
603,20.100,0.3204,awake,0
604,20.133,0.3179,awake,0
605,20.167,0.3146,awake,0
606,20.200,0.3129,awake,0
607,20.233,0.3204,awake,0
608,20.267,0.3223,awake,0
609,20.300,0.3215,awake,0
610,20.333,0.3187,awake,0
611,20.367,0.3167,awake,0
612,20.400,0.3158,awake,0
613,20.433,0.3175,awake,0
614,20.467,0.3155,awake,0
615,20.500,0.3187,awake,0
616,20.533,0.3194,awake,0
617,20.567,0.3157,awake,0
618,20.600,0.3183,awake,0
619,20.633,0.3160,awake,0
620,20.667,0.3189,awake,0
621,20.700,0.3208,awake,0
622,20.733,0.3193,awake,0
623,20.767,0.3203,awake,0
624,20.800,0.3116,awake,0
625,20.833,0.3165,awake,0
626,20.867,0.3189,awake,0
627,20.900,0.3202,awake,0
628,20.933,0.3110,awake,0
629,20.967,0.3178,awake,0
630,21.000,0.1717,awake,1
631,21.033,0.1659,awake,2
632,21.067,0.1660,awake,3
633,21.100,0.3179,awake,0
634,21.133,0.3168,awake,0
635,21.167,0.3183,awake,0
636,21.200,0.3155,awake,0
637,21.233,0.3156,awake,0
638,21.267,0.3115,awake,0
639,21.300,0.3136,awake,0
640,21.333,0.3190,awake,0
641,21.367,0.3128,awake,0
642,21.400,0.3126,awake,0
643,21.433,0.3110,awake,0
644,21.467,0.3157,awake,0
645,21.500,0.3088,awake,0
646,21.533,0.3155,awake,0
647,21.567,0.3077,awake,0
648,21.600,0.3069,awake,0
649,21.633,0.3115,awake,0
650,21.667,0.3108,awake,0
651,21.700,0.3111,awake,0
652,21.733,0.3137,awake,0
653,21.767,0.3074,awake,0
654,21.800,0.3104,awake,0
655,21.833,0.3046,awake,0
656,21.867,0.3128,awake,0
657,21.900,0.3099,awake,0
658,21.933,0.3091,awake,0
659,21.967,0.3073,awake,0
660,22.000,0.3029,awake,0
661,22.033,0.3043,awake,0
662,22.067,0.3072,awake,0
663,22.100,0.3046,awake,0
664,22.133,0.3048,awake,0
665,22.167,0.2984,awake,0
666,22.200,0.3041,awake,0
667,22.233,0.3001,awake,0
668,22.267,0.2981,awake,0
669,22.300,0.3013,awake,0
670,22.333,0.2941,awake,0
671,22.367,0.3038,awake,0
672,22.400,0.3040,awake,0
673,22.433,0.2999,awake,0
674,22.467,0.2957,awake,0
675,22.500,0.2954,awake,0
676,22.533,0.2981,awake,0
677,22.567,0.2885,awake,0
678,22.600,0.2985,awake,0
679,22.633,0.3000,awake,0
680,22.667,0.2956,awake,0
681,22.700,0.2944,awake,0
682,22.733,0.2966,awake,0
683,22.767,0.2969,awake,0
684,22.800,0.2994,awake,0
685,22.833,0.2946,awake,0
686,22.867,0.2914,awake,0
687,22.900,0.2918,awake,0
688,22.933,0.2940,awake,0
689,22.967,0.2990,awake,0
690,23.000,0.2911,awake,0
691,23.033,0.2877,awake,0
692,23.067,0.2880,awake,0
693,23.100,0.2827,awake,0
694,23.133,0.2920,awake,0
695,23.167,0.2848,awake,0
696,23.200,0.2849,awake,0
697,23.233,0.2816,awake,0
698,23.267,0.2846,awake,0
699,23.300,0.2909,awake,0
700,23.333,0.2830,awake,0
701,23.367,0.2809,awake,0
702,23.400,0.2883,awake,0
703,23.433,0.2858,awake,0
704,23.467,0.2886,awake,0
705,23.500,0.2894,awake,0
706,23.533,0.2861,awake,0
707,23.567,0.2806,awake,0
708,23.600,0.2850,awake,0
709,23.633,0.2872,awake,0
710,23.667,0.2825,awake,0
711,23.700,0.2788,awake,0
712,23.733,0.2887,awake,0
713,23.767,0.2823,awake,0
714,23.800,0.2821,awake,0
715,23.833,0.2835,awake,0
716,23.867,0.2873,awake,0
717,23.900,0.2840,awake,0
718,23.933,0.2814,awake,0
719,23.967,0.2852,awake,0
720,24.000,0.1408,awake,1
721,24.033,0.1376,awake,2
722,24.067,0.1345,awake,3
723,24.100,0.2772,awake,0
724,24.133,0.2965,awake,0
725,24.167,0.2765,awake,0
726,24.200,0.2796,awake,0
727,24.233,0.2782,awake,0
728,24.267,0.2874,awake,0
729,24.300,0.2824,awake,0
730,24.333,0.2749,awake,0
731,24.367,0.2816,awake,0
732,24.400,0.2826,awake,0
733,24.433,0.2790,awake,0
734,24.467,0.2754,awake,0
735,24.500,0.2773,awake,0
736,24.533,0.2784,awake,0
737,24.567,0.2802,awake,0
738,24.600,0.2780,awake,0
739,24.633,0.2830,awake,0
740,24.667,0.2762,awake,0
741,24.700,0.2731,awake,0
742,24.733,0.2771,awake,0
743,24.767,0.2854,awake,0
744,24.800,0.2778,awake,0
745,24.833,0.2895,awake,0
746,24.867,0.2821,awake,0
747,24.900,0.2756,awake,0
748,24.933,0.2770,awake,0
749,24.967,0.2814,awake,0
750,25.000,0.2758,awake,0
751,25.033,0.2901,awake,0
752,25.067,0.2767,awake,0
753,25.100,0.2836,awake,0
754,25.133,0.2868,awake,0
755,25.167,0.2807,awake,0
756,25.200,0.2773,awake,0
757,25.233,0.2804,awake,0
758,25.267,0.2831,awake,0
759,25.300,0.2853,awake,0
760,25.333,0.2823,awake,0
761,25.367,0.2766,awake,0
762,25.400,0.2826,awake,0
763,25.433,0.2800,awake,0
764,25.467,0.2742,awake,0
765,25.500,0.2804,awake,0
766,25.533,0.2777,awake,0
767,25.567,0.2860,awake,0
768,25.600,0.2917,awake,0
769,25.633,0.2917,awake,0
770,25.667,0.2823,awake,0
771,25.700,0.2830,awake,0
772,25.733,0.2879,awake,0
773,25.767,0.2897,awake,0
774,25.800,0.2841,awake,0
775,25.833,0.2856,awake,0
776,25.867,0.2953,awake,0
777,25.900,0.2864,awake,0
778,25.933,0.2852,awake,0
779,25.967,0.2880,awake,0
780,26.000,0.2902,awake,0
781,26.033,0.2842,awake,0
782,26.067,0.2877,awake,0
783,26.100,0.2844,awake,0
784,26.133,0.2883,awake,0
785,26.167,0.2973,awake,0
786,26.200,0.2932,awake,0
787,26.233,0.2903,awake,0
788,26.267,0.2873,awake,0
789,26.300,0.2902,awake,0
790,26.333,0.2961,awake,0
791,26.367,0.2901,awake,0
792,26.400,0.2986,awake,0
793,26.433,0.2877,awake,0
794,26.467,0.2925,awake,0
795,26.500,0.3011,awake,0
796,26.533,0.2865,awake,0
797,26.567,0.2997,awake,0
798,26.600,0.2880,awake,0
799,26.633,0.2955,awake,0
800,26.667,0.2957,awake,0
801,26.700,0.3001,awake,0
802,26.733,0.2847,awake,0
803,26.767,0.2901,awake,0
804,26.800,0.2959,awake,0
805,26.833,0.2988,awake,0
806,26.867,0.2956,awake,0
807,26.900,0.2987,awake,0
808,26.933,0.2953,awake,0
809,26.967,0.2989,awake,0
810,27.000,0.1476,awake,1
811,27.033,0.1525,awake,2
812,27.067,0.1543,awake,3
813,27.100,0.3081,awake,0
814,27.133,0.3002,awake,0
815,27.167,0.3021,awake,0
816,27.200,0.3040,awake,0
817,27.233,0.3031,awake,0
818,27.267,0.3045,awake,0
819,27.300,0.2989,awake,0
820,27.333,0.3071,awake,0
821,27.367,0.3024,awake,0
822,27.400,0.3027,awake,0
823,27.433,0.3006,awake,0
824,27.467,0.3120,awake,0
825,27.500,0.3072,awake,0
826,27.533,0.3128,awake,0
827,27.567,0.3097,awake,0
828,27.600,0.3023,awake,0
829,27.633,0.3051,awake,0
830,27.667,0.3129,awake,0
831,27.700,0.3072,awake,0
832,27.733,0.3063,awake,0
833,27.767,0.3104,awake,0
834,27.800,0.3108,awake,0
835,27.833,0.3078,awake,0
836,27.867,0.3109,awake,0
837,27.900,0.3107,awake,0
838,27.933,0.3026,awake,0
839,27.967,0.3153,awake,0
840,28.000,0.3104,awake,0
841,28.033,0.3192,awake,0
842,28.067,0.3097,awake,0
843,28.100,0.3083,awake,0
844,28.133,0.3197,awake,0
845,28.167,0.3089,awake,0
846,28.200,0.3130,awake,0
847,28.233,0.3182,awake,0
848,28.267,0.3148,awake,0
849,28.300,0.3098,awake,0
850,28.333,0.3174,awake,0
851,28.367,0.3161,awake,0
852,28.400,0.3223,awake,0
853,28.433,0.3197,awake,0
854,28.467,0.3298,awake,0
855,28.500,0.3112,awake,0
856,28.533,0.3179,awake,0
857,28.567,0.3140,awake,0
858,28.600,0.3230,awake,0
859,28.633,0.3219,awake,0
860,28.667,0.3218,awake,0
861,28.700,0.3158,awake,0
862,28.733,0.3161,awake,0
863,28.767,0.3111,awake,0
864,28.800,0.3262,awake,0
865,28.833,0.3215,awake,0
866,28.867,0.3185,awake,0
867,28.900,0.3234,awake,0
868,28.933,0.3227,awake,0
869,28.967,0.3237,awake,0
870,29.000,0.3134,awake,0
871,29.033,0.3171,awake,0
